Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
PRETRIAL,1,Hispanic,418654290.0,22,Intake,English,Post Sentence,Probation,Single,1357292015.0,1,8,Low
Probation,1,African-American,279352110.0,22,Intake,English,Other,Probation,Single,1403096453.0,1,8,Low
Probation,1,African-American,572363056.0,22,Intake,English,Other,Probation,Married,1369275393.0,1,8,Low
PRETRIAL,1,Caucasian,448978912.0,22,Intake,English,Pretrial,Jail Inmate,Single,1397360111.0,1,8,Low
PRETRIAL,1,African-American,586293199.0,22,Intake,English,Pretrial,Jail Inmate,Married,1392684691.0,2,8,Medium
PRETRIAL,1,African-American,2717232005.0,22,Intake,English,Pretrial,Jail Inmate,Single,1391471249.0,3,8,High
Probation,1,African-American,3000064861.0,22,Intake,English,Other,Probation,Single,1401190759.0,1,8,Low
PRETRIAL,1,Hispanic,3120600062.0,22,Intake,English,Post Sentence,Probation,Single,1367507034.0,1,8,Low
Probation,1,Caucasian,3234179202.0,22,Intake,English,Post Sentence,Probation,Single,1408631893.0,1,8,Low
PRETRIAL,1,Caucasian,655948737.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363094284.0,1,8,Low
Probation,1,African-American,372957265.0,22,Intake,English,Post Sentence,Probation,Single,1394051993.0,2,8,Medium
Probation,1,Caucasian,2851218828.0,22,Intake,English,Other,Probation,Single,1411919297.0,1,8,Low
PRETRIAL,1,African-American,3160594182.0,22,Intake,English,Pretrial,Jail Inmate,Single,1409088408.0,1,8,Low
PRETRIAL,1,African-American,2993721795.0,22,Intake,English,Post Sentence,Probation,Widowed,1398238592.0,2,8,Medium
PRETRIAL,1,African-American,647894900.0,22,Intake,English,Post Sentence,Probation,Single,1383635989.0,1,8,Low
PRETRIAL,0,African-American,654769439.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1380539252.0,1,8,Low
Probation,0,African-American,2971308522.0,22,Intake,English,Post Sentence,Probation,Divorced,1359559824.0,1,8,Low
Probation,0,Hispanic,206413115.0,22,Intake,English,Post Sentence,Probation,Single,1381479554.0,1,8,Low
PRETRIAL,1,Caucasian,443717513.0,22,Intake,English,Pretrial,Jail Inmate,Single,1398921667.0,3,8,High
PRETRIAL,0,Caucasian,514296530.0,22,Intake,English,Other,Jail Inmate,Single,1396466898.0,1,8,Low
DRRD,1,African-American,620365614.0,22,Intake,English,Post Sentence,Parole,Unknown,1380041580.0,4,8,High
PRETRIAL,1,Hispanic,461819089.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1394196951.0,1,8,Low
Probation,0,Caucasian,2793715525.0,22,Intake,English,Post Sentence,Probation,Single,1360292556.0,1,8,Low
PRETRIAL,1,Hispanic,2873985593.0,22,Intake,English,Post Sentence,Jail Inmate,Married,1394566985.0,1,8,Low
PRETRIAL,1,Caucasian,2963563995.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1380971445.0,1,8,Medium
PRETRIAL,0,Hispanic,856836192.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365380033.0,1,8,Low
Broward County,1,African-American,2678265417.0,22,Intake,English,Post Sentence,Parole,Separated,1373593537.0,1,8,Low
PRETRIAL,1,Caucasian,1408924446.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1409070441.0,3,8,High
PRETRIAL,1,Hispanic,508087575.0,22,Intake,English,Pretrial,Jail Inmate,Single,1394075766.0,1,8,Low
Probation,0,Caucasian,3115190841.0,22,Intake,English,Post Sentence,Probation,Married,1361321975.0,1,8,Low
PRETRIAL,1,Hispanic,3244786002.0,22,Intake,English,Pretrial,Jail Inmate,Single,1418729292.0,1,8,Low
PRETRIAL,1,Caucasian,3156936147.0,22,Intake,English,Pretrial,Jail Inmate,Married,1359868227.0,1,8,Medium
Probation,1,Hispanic,2991304277.0,22,Intake,English,Post Sentence,Probation,Single,1400940592.0,3,8,High
Probation,1,African-American,618434767.0,22,Intake,English,Other,Probation,Single,1394072261.0,1,8,Low
PRETRIAL,0,Caucasian,152290698.0,22,Intake,English,Pretrial,Jail Inmate,Single,1362699162.0,1,8,Low
PRETRIAL,1,Asian,665675201.0,17,Intake,English,Pretrial,Jail Inmate,Single,1381949468.0,4,8,High
PRETRIAL,1,Caucasian,176229772.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363466230.0,1,8,Low
Broward County,0,Caucasian,2765503128.0,22,Intake,English,Conditional Release,Parole,Divorced,1375764856.0,1,8,High
Probation,0,Hispanic,248246083.0,22,Intake,English,Other,Probation,Single,1378056921.0,1,8,Low
Probation,1,African-American,2884483932.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1412775652.0,1,8,Low
PRETRIAL,0,African-American,634820563.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412629108.0,3,8,High
PRETRIAL,1,Hispanic,1194258334.0,22,Intake,Spanish,Pretrial,Jail Inmate,Significant Other,1400163381.0,1,8,Medium
PRETRIAL,1,Caucasian,493173405.0,22,Intake,English,Pretrial,Jail Inmate,Single,1397720185.0,1,8,Low
Probation,1,African-American,940753927.0,22,Intake,English,Post Sentence,Probation,Single,1403787076.0,2,8,Medium
PRETRIAL,1,Caucasian,344779679.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1386652539.0,1,8,Low
PRETRIAL,1,African-American,3095617996.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1405245058.0,3,8,High
Probation,1,Caucasian,2860695446.0,22,Intake,Spanish,Post Sentence,Probation,Single,1390574186.0,1,8,Medium
PRETRIAL,1,Caucasian,220159640.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1379588193.0,1,8,Low
PRETRIAL,1,Caucasian,791068241.0,22,Intake,English,Pretrial,Jail Inmate,Single,1370070537.0,1,8,Low
Probation,0,African-American,3109405292.0,22,Intake,English,Post Sentence,Probation,Single,1375897954.0,1,8,Low
DRRD,0,Caucasian,3057238502.0,22,Intake,English,Deferred Sentencing,Parole,Single,1386822367.0,4,8,Medium
PRETRIAL,1,Caucasian,450286194.0,22,Intake,English,Other,Probation,Single,1359730312.0,1,8,Low
PRETRIAL,1,African-American,572371904.0,22,Intake,English,Pretrial,Jail Inmate,Single,1361879452.0,2,8,Medium
PRETRIAL,1,African-American,660485854.0,17,Intake,English,Post Sentence,Probation,Single,1370395738.0,3,8,High
Broward County,1,Caucasian,273337960.0,22,Intake,Spanish,Deferred Sentencing,Parole,Significant Other,1375779118.0,1,8,Medium
Probation,0,African-American,719555413.0,22,Intake,English,Post Sentence,Probation,Single,1390602051.0,2,8,Medium
Probation,1,Hispanic,3248486244.0,22,Intake,English,Post Sentence,Probation,Single,1387218631.0,1,8,Low
PRETRIAL,1,Hispanic,493384289.0,22,Intake,English,Post Sentence,Probation,Married,1389592315.0,1,8,Low
PRETRIAL,1,Caucasian,2910791933.0,22,Intake,English,Pretrial,Jail Inmate,Married,1358312927.0,1,8,Low
PRETRIAL,0,Hispanic,343996707.0,22,Intake,English,Pretrial,Jail Inmate,Single,1417641923.0,1,8,Low
PRETRIAL,1,African-American,679081469.0,22,Intake,English,Pretrial,Jail Inmate,Married,1358793302.0,1,8,Low
PRETRIAL,1,Hispanic,2468783780.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1365339479.0,1,8,Low
PRETRIAL,0,Caucasian,2966862382.0,22,Intake,English,Pretrial,Jail Inmate,Single,1367498429.0,1,8,Low
Probation,0,Caucasian,2673688163.0,22,Intake,English,Post Sentence,Probation,Divorced,1381533190.0,1,8,Low
PRETRIAL,1,African-American,138176670.0,22,Intake,English,Pretrial,Jail Inmate,Single,1391732953.0,1,8,Low
Probation,1,Caucasian,1930227519.0,22,Intake,Spanish,Post Sentence,Probation,Single,1415182871.0,1,8,Low
PRETRIAL,1,Caucasian,1651025601.0,22,Intake,Spanish,Pretrial,Pretrial Defendant,Married,1412387139.0,3,8,High
PRETRIAL,0,African-American,877768876.0,22,Intake,English,Pretrial,Jail Inmate,Single,1387338300.0,2,8,Medium
PRETRIAL,1,Hispanic,368034750.0,22,Intake,English,Pretrial,Jail Inmate,Single,1394980718.0,1,8,Low
PRETRIAL,1,Hispanic,2986430934.0,22,Intake,English,Pretrial,Jail Inmate,Single,1401812231.0,1,8,Medium
PRETRIAL,1,Caucasian,2366282391.0,22,Intake,English,Pretrial,Jail Inmate,Single,1377722743.0,4,8,High
Probation,1,Caucasian,553498246.0,22,Intake,English,Post Sentence,Probation,Single,1404459456.0,2,8,Medium
PRETRIAL,1,Caucasian,1227692979.0,22,Intake,Spanish,Pretrial,Jail Inmate,Unknown,1404108248.0,2,8,Medium
PRETRIAL,0,Hispanic,513454440.0,22,Intake,English,Pretrial,Jail Inmate,Single,1389596431.0,1,8,Low
PRETRIAL,1,African-American,518243327.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368971651.0,1,8,Low
PRETRIAL,1,African-American,1431096450.0,22,Intake,Spanish,Post Sentence,Residential Program,Married,1388495048.0,3,8,High
Probation,1,Caucasian,579310377.0,22,Intake,English,Post Sentence,Probation,Single,1415734976.0,1,8,Low
PRETRIAL,1,African-American,2703481609.0,22,Intake,English,Pretrial,Jail Inmate,Married,1368498067.0,1,8,Low
PRETRIAL,1,African-American,698693907.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1366432734.0,1,8,Medium
PRETRIAL,1,Caucasian,298114420.0,22,Intake,English,Pretrial,Jail Inmate,Single,1374918232.0,1,8,Low
PRETRIAL,1,Caucasian,578939462.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360468533.0,2,8,Medium
PRETRIAL,1,African-American,784535985.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359226494.0,2,8,Medium
PRETRIAL,1,Caucasian,817913708.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395978588.0,2,8,Medium
PRETRIAL,0,Caucasian,628456730.0,22,Intake,English,Pretrial,Jail Inmate,Single,1382243358.0,1,8,Low
DRRD,1,Caucasian,1847274021.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1371423267.0,2,8,Medium
Probation,1,African-American,2360502111.0,22,Intake,English,Post Sentence,Probation,Single,1396750446.0,2,8,Medium
PRETRIAL,1,African-American,325982711.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1376529622.0,3,8,Medium
Broward County,1,Caucasian,973111524.0,22,Intake,Spanish,Deferred Sentencing,Parole,Divorced,1419617155.0,1,8,Medium
PRETRIAL,0,Hispanic,711007118.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1384640999.0,3,8,High
Probation,1,Caucasian,564357266.0,22,Intake,English,Post Sentence,Probation,Married,1404594059.0,1,8,Low
PRETRIAL,0,Caucasian,421307121.0,22,Intake,English,Pretrial,Jail Inmate,Single,1414433151.0,1,8,Low
PRETRIAL,1,Caucasian,2842709143.0,22,Intake,Spanish,Post Sentence,Probation,Married,1358731245.0,1,8,Low
Probation,1,Other,293492088.0,22,Intake,English,Post Sentence,Probation,Married,1395773565.0,1,8,Low
PRETRIAL,1,Caucasian,3179821417.0,22,Intake,English,Pretrial,Jail Inmate,Single,1374764047.0,1,8,Low
DRRD,0,Arabic,1275616997.0,17,Intake,Spanish,Pretrial,Pretrial Defendant,Single,1392229987.0,1,8,Low
Probation,1,African-American,711897924.0,22,Intake,English,Post Sentence,Probation,Single,1374457675.0,2,8,Low
PRETRIAL,1,African-American,2981828970.0,22,Intake,English,Pretrial,Jail Inmate,Single,1403276730.0,1,8,Low
PRETRIAL,0,African-American,689695935.0,22,Intake,English,Pretrial,Jail Inmate,Single,1389139098.0,3,8,High
Probation,1,Hispanic,317912010.0,22,Intake,English,Post Sentence,Probation,Single,1360361904.0,1,8,Low
PRETRIAL,1,African-American,327562550.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1383687460.0,1,8,Low
Probation,0,African-American,3040448576.0,22,Intake,Spanish,Other,Probation,Single,1393867267.0,1,8,Low
Probation,0,Caucasian,741739883.0,22,Intake,English,Conditional Release,Probation,Single,1398853053.0,1,8,Low
PRETRIAL,1,Other,3205560722.0,22,Intake,Spanish,Post Sentence,Probation,Married,1382154726.0,1,8,Low
PRETRIAL,0,Caucasian,763858858.0,17,Intake,English,Pretrial,Jail Inmate,Single,1410062678.0,4,8,High
Probation,1,Caucasian,165817265.0,22,Intake,English,Post Sentence,Probation,Single,1395704565.0,1,8,Low
Probation,0,African-American,616240404.0,22,Intake,English,Post Sentence,Probation,Married,1384891878.0,2,8,Low
Probation,1,Caucasian,3275948792.0,22,Intake,English,Pretrial,Probation,Divorced,1393722137.0,1,8,Low
Probation,1,African-American,338345022.0,22,Intake,English,Post Sentence,Probation,Married,1377387145.0,1,8,Low
PRETRIAL,0,Caucasian,2469357354.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1364551231.0,4,8,High
PRETRIAL,1,Caucasian,543759051.0,22,Intake,English,Pretrial,Jail Inmate,Single,1384556954.0,3,8,High
Probation,1,African-American,3108928829.0,22,Intake,English,Post Sentence,Probation,Single,1396680287.0,1,8,Low
Probation,1,Other,2869991915.0,22,Intake,Spanish,Pretrial,Probation,Single,1391465064.0,1,8,Low
PRETRIAL,0,African-American,737638472.0,22,Intake,English,Pretrial,Jail Inmate,Single,1376223262.0,2,8,Low
PRETRIAL,0,Caucasian,3001777556.0,22,Intake,English,Pretrial,Jail Inmate,Married,1360950410.0,1,8,Low
DRRD,1,Hispanic,1329025809.0,17,Intake,Spanish,Probation Violator,Prison Inmate,Married,1410396699.0,1,8,High
PRETRIAL,1,African-American,438738785.0,22,Intake,English,Pretrial,Jail Inmate,Single,1380194264.0,3,8,High
PRETRIAL,1,African-American,761187686.0,22,Intake,English,Pretrial,Residential Program,Significant Other,1407437047.0,4,8,High
Probation,0,Caucasian,614712963.0,22,Intake,English,Post Sentence,Probation,Single,1406174620.0,1,8,Low
PRETRIAL,1,Hispanic,2550996657.0,22,Intake,English,Pretrial,Jail Inmate,Married,1385282129.0,1,8,Low
PRETRIAL,1,Caucasian,2686467066.0,22,Intake,English,Pretrial,Jail Inmate,Married,1357279633.0,1,8,Medium
PRETRIAL,1,African-American,2954625294.0,22,Intake,English,Post Sentence,Probation,Single,1411350766.0,1,8,Low
PRETRIAL,1,Caucasian,2738916152.0,17,Intake,English,Pretrial,Jail Inmate,Single,1364889293.0,1,8,Low
Probation,1,Caucasian,2682491867.0,22,Intake,English,Post Sentence,Probation,Married,1402354351.0,1,8,Low
Probation,1,Caucasian,2673052822.0,22,Intake,English,Post Sentence,Probation,Single,1360866867.0,1,8,Low
PRETRIAL,1,Caucasian,2978502072.0,22,Intake,English,Post Sentence,Probation,Divorced,1366529081.0,1,8,Low
PRETRIAL,0,Other,228629738.0,22,Intake,English,Pretrial,Jail Inmate,Separated,1385080342.0,1,8,Low
PRETRIAL,1,Hispanic,2944384042.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1357136445.0,1,8,Low
PRETRIAL,1,African-American,2972790310.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1390511258.0,2,8,Medium
PRETRIAL,1,Caucasian,564554904.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1386144882.0,1,8,Medium
PRETRIAL,1,African-American,349948054.0,22,Intake,English,Pretrial,Jail Inmate,Married,1362050159.0,1,8,Low
PRETRIAL,1,Caucasian,1551480126.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1393342395.0,3,8,Medium
PRETRIAL,0,African-American,313052404.0,22,Intake,English,Pretrial,Jail Inmate,Married,1394330401.0,1,8,Low
PRETRIAL,0,Hispanic,724940866.0,22,Intake,English,Pretrial,Jail Inmate,Single,1383284836.0,1,8,Low
Probation,1,Caucasian,3239002663.0,22,Intake,Spanish,Post Sentence,Probation,Single,1413596358.0,1,8,Medium
PRETRIAL,0,Caucasian,662913479.0,22,Intake,English,Pretrial,Jail Inmate,Single,1407613074.0,2,8,Medium
Probation,0,Caucasian,392694501.0,22,Intake,English,Post Sentence,Probation,Single,1382277624.0,2,8,Medium
PRETRIAL,0,Other,2926761287.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1403707774.0,1,8,Low
PRETRIAL,1,Caucasian,2701901720.0,22,Intake,English,Post Sentence,Probation,Single,1361087728.0,1,8,Low
PRETRIAL,1,African-American,362797645.0,22,Intake,English,Post Sentence,Probation,Single,1412953672.0,4,8,High
PRETRIAL,1,African-American,749413992.0,22,Intake,English,Pretrial,Jail Inmate,Single,1410257647.0,2,8,Medium
Broward County,1,African-American,260555882.0,22,Intake,English,Pretrial,Jail Inmate,Married,1393616446.0,3,8,High
PRETRIAL,1,African-American,398114971.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1419214746.0,2,8,Medium
Probation,1,African-American,378731218.0,22,Intake,English,Post Sentence,Probation,Married,1404880307.0,1,8,Low
PRETRIAL,1,African-American,200398157.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1357233938.0,1,8,Low
PRETRIAL,1,Caucasian,405306719.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359466188.0,1,8,Low
Probation,1,African-American,156721898.0,22,Intake,English,Conditional Release,Probation,Single,1397637895.0,1,8,High
PRETRIAL,1,Hispanic,3170230995.0,22,Intake,English,Post Sentence,Probation,Separated,1405641388.0,2,8,Medium
Probation,1,Caucasian,2917981656.0,22,Intake,English,Post Sentence,Probation,Married,1391507807.0,1,8,High
PRETRIAL,1,African-American,603405212.0,22,Intake,English,Pretrial,Jail Inmate,Single,1403189459.0,2,8,Medium
PRETRIAL,1,African-American,766670941.0,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1358652291.0,1,8,Low
PRETRIAL,0,African-American,3248032346.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416150340.0,2,8,Medium
Probation,1,African-American,478975015.0,22,Intake,English,Post Sentence,Probation,Single,1372387650.0,1,8,Low
PRETRIAL,1,African-American,396659361.0,22,Intake,English,Pretrial,Jail Inmate,Single,1377003576.0,1,8,Low
PRETRIAL,0,Caucasian,705514347.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1393420823.0,1,8,Low
PRETRIAL,1,Caucasian,284742396.0,22,Intake,English,Pretrial,Jail Inmate,Single,1366872517.0,1,8,Low
PRETRIAL,0,Caucasian,735308149.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1364350134.0,1,8,Medium
Probation,1,African-American,562138257.0,22,Intake,English,Post Sentence,Probation,Single,1390723149.0,1,8,Low
PRETRIAL,1,Caucasian,600394135.0,22,Intake,English,Post Sentence,Probation,Single,1392340837.0,2,8,Medium
Probation,1,Caucasian,3127546970.0,22,Intake,English,Post Sentence,Probation,Widowed,1416328757.0,2,8,Low
PRETRIAL,1,Caucasian,577753944.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1369504538.0,2,8,Medium
Probation,0,Caucasian,425688113.0,22,Intake,English,Post Sentence,Probation,Divorced,1364136192.0,1,8,Low
PRETRIAL,1,Hispanic,671073772.0,22,Intake,English,Pretrial,Jail Inmate,Single,1366572488.0,4,8,High
PRETRIAL,1,Asian,623847271.0,17,Intake,English,Pretrial,Residential Program,Married,1405945830.0,4,8,High
PRETRIAL,1,African-American,2993508288.0,22,Intake,Spanish,Other,Probation,Single,1403273185.0,3,8,High
PRETRIAL,1,Caucasian,194721644.0,22,Intake,English,Pretrial,Jail Inmate,Single,1389713159.0,1,8,Low
PRETRIAL,1,African-American,550319035.0,22,Intake,English,Pretrial,Jail Inmate,Single,1408379405.0,2,8,Medium
PRETRIAL,1,Other,3212122292.0,22,Intake,English,Pretrial,Jail Inmate,Single,1367222592.0,1,8,Medium
PRETRIAL,1,Caucasian,2927027343.0,22,Intake,English,Pretrial,Jail Inmate,Single,1415151574.0,1,8,Low
PRETRIAL,1,Hispanic,2818648347.0,22,Intake,English,Pretrial,Jail Inmate,Single,1405498901.0,1,8,Low
PRETRIAL,1,Caucasian,2929206388.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1405030279.0,1,8,Low
PRETRIAL,1,African-American,642704540.0,22,Intake,English,Pretrial,Jail Inmate,Married,1362264669.0,3,8,High
PRETRIAL,1,African-American,411577943.0,22,Intake,English,Pretrial,Jail Inmate,Single,1415477197.0,3,8,High
PRETRIAL,1,African-American,2464862268.0,22,Intake,English,Pretrial,Pretrial Defendant,Widowed,1360207027.0,4,8,High
Probation,1,Hispanic,2852618143.0,22,Intake,English,Post Sentence,Probation,Single,1393030003.0,1,8,Low
PRETRIAL,1,Other,572080756.0,22,Intake,English,Pretrial,Jail Inmate,Single,1397040326.0,1,8,Low
PRETRIAL,1,Caucasian,443018082.0,22,Intake,English,Pretrial,Jail Inmate,Single,1385000939.0,1,8,Medium
PRETRIAL,1,African-American,750633379.0,22,Intake,English,Pretrial,Pretrial Defendant,Separated,1378644037.0,2,8,Medium
PRETRIAL,1,Asian,723571445.0,17,Intake,English,Pretrial,Jail Inmate,Single,1365542231.0,4,8,High
PRETRIAL,1,Hispanic,2889724059.0,22,Intake,English,Pretrial,Jail Inmate,Married,1381595697.0,1,8,Low
Probation,0,African-American,572719007.0,22,Intake,English,Post Sentence,Probation,Divorced,1373056148.0,1,8,Low
Probation,1,Hispanic,564159795.0,22,Intake,Spanish,Other,Probation,Single,1384680953.0,1,8,Low
Probation,1,African-American,2713189539.0,22,Intake,English,Post Sentence,Probation,Single,1372207798.0,1,8,Low
PRETRIAL,1,African-American,684015555.0,22,Intake,English,Pretrial,Jail Inmate,Single,1405000246.0,4,8,High
PRETRIAL,1,African-American,698705870.0,22,Intake,English,Pretrial,Jail Inmate,Single,1409145298.0,4,8,High
PRETRIAL,0,Caucasian,2671770778.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412452678.0,1,8,Low
Probation,1,Caucasian,2942887621.0,22,Intake,English,Post Sentence,Probation,Separated,1357408198.0,1,8,Low
Probation,1,African-American,1239855679.0,22,Intake,English,Post Sentence,Probation,Single,1370656585.0,4,8,High
DRRD,1,African-American,765796143.0,17,Intake,English,Parole Violator,Parole,Unknown,1393637702.0,4,8,High
Probation,1,African-American,430291343.0,22,Intake,English,Post Sentence,Probation,Single,1358153997.0,3,8,High
PRETRIAL,1,African-American,755437697.0,22,Intake,English,Pretrial,Jail Inmate,Single,1386003071.0,3,8,High
Probation,1,African-American,224233217.0,22,Intake,English,Post Sentence,Probation,Single,1387807485.0,2,8,Medium
PRETRIAL,1,African-American,2694778508.0,22,Intake,English,Pretrial,Jail Inmate,Single,1388814042.0,1,8,Low
PRETRIAL,1,Caucasian,600410702.0,22,Intake,English,Pretrial,Jail Inmate,Single,1394286503.0,1,8,Medium
PRETRIAL,1,African-American,441737472.0,22,Intake,English,Pretrial,Jail Inmate,Single,1392174835.0,3,8,High
PRETRIAL,1,Hispanic,312366527.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363703836.0,1,8,Medium
PRETRIAL,1,Caucasian,542632738.0,22,Intake,English,Pretrial,Jail Inmate,Unknown,1392590913.0,1,8,Low
PRETRIAL,1,African-American,207838241.0,22,Intake,English,Pretrial,Jail Inmate,Single,1358004659.0,1,8,Low
PRETRIAL,1,African-American,305476774.0,17,Intake,English,Other,Probation,Single,1391212789.0,1,8,Low
PRETRIAL,1,African-American,3274960630.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395132600.0,2,8,Medium
Probation,1,African-American,1276476016.0,22,Intake,English,Post Sentence,Probation,Single,1386501664.0,4,8,High
Probation,0,African-American,3048714148.0,22,Intake,English,Post Sentence,Probation,Single,1368498041.0,1,8,Low
Probation,1,Hispanic,717397121.0,22,Intake,English,Post Sentence,Probation,Married,1408565037.0,1,8,Medium
PRETRIAL,1,African-American,747632542.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368354361.0,1,8,Low
PRETRIAL,1,Caucasian,251002682.0,22,Intake,English,Post Sentence,Probation,Single,1385133024.0,2,8,Medium
PRETRIAL,1,Caucasian,2726379016.0,22,Intake,English,Pretrial,Jail Inmate,Single,1381015091.0,3,8,High
PRETRIAL,0,African-American,370042093.0,17,Intake,English,Pretrial,Jail Inmate,Single,1380349408.0,3,8,High
PRETRIAL,1,Caucasian,513898854.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360056234.0,1,8,Low
Probation,1,African-American,2410743204.0,22,Intake,English,Post Sentence,Probation,Single,1409824205.0,1,8,Low
PRETRIAL,0,Caucasian,3008064342.0,22,Intake,English,Pretrial,Jail Inmate,Single,1413903626.0,1,8,Low
PRETRIAL,1,African-American,3179152777.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1393694322.0,1,8,Low
PRETRIAL,0,African-American,640463967.0,22,Intake,English,Pretrial,Jail Inmate,Single,1398905184.0,4,8,High
PRETRIAL,0,Caucasian,340300008.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363495359.0,1,8,Low
PRETRIAL,0,Other,3095158247.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1367656577.0,1,8,Low
PRETRIAL,1,Caucasian,491010631.0,22,Intake,English,Pretrial,Jail Inmate,Single,1403830674.0,1,8,Low
PRETRIAL,1,African-American,3010142144.0,22,Intake,English,Pretrial,Jail Inmate,Single,1392475319.0,1,8,Low
PRETRIAL,0,African-American,479148761.0,22,Intake,English,Pretrial,Jail Inmate,Single,1370264757.0,1,8,Low
PRETRIAL,1,Other,594279973.0,22,Intake,English,Pretrial,Jail Inmate,Single,1413165263.0,1,8,Low
PRETRIAL,1,African-American,295142213.0,22,Intake,English,Post Sentence,Pretrial Defendant,Single,1390812842.0,2,8,Medium
PRETRIAL,0,Oriental,522799521.0,17,Intake,English,Pretrial,Pretrial Defendant,Single,1363871648.0,1,8,Medium
PRETRIAL,1,Hispanic,618923180.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365751079.0,1,8,Low
Probation,1,African-American,674951363.0,22,Intake,English,Pretrial,Jail Inmate,Single,1389325625.0,3,8,Medium
PRETRIAL,1,African-American,160182869.0,22,Intake,English,Pretrial,Jail Inmate,Single,1385311669.0,2,8,Medium
Probation,0,African-American,3009569797.0,22,Intake,English,Post Sentence,Probation,Separated,1363351441.0,1,8,Low
Probation,1,Other,3219153708.0,22,Intake,English,Post Sentence,Probation,Married,1369248614.0,1,8,Low
Probation,1,African-American,660648289.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1384267315.0,1,8,Low
PRETRIAL,1,African-American,2822259339.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1380651316.0,1,8,Low
Probation,1,Hispanic,338891387.0,22,Intake,English,Other,Probation,Single,1380585264.0,1,8,Low
Probation,1,African-American,2010548152.0,22,Intake,Spanish,Post Sentence,Probation,Single,1393011614.0,1,8,Low
PRETRIAL,1,African-American,674573784.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395340477.0,1,8,Low
PRETRIAL,1,Hispanic,731440456.0,22,Intake,English,Pretrial,Jail Inmate,Single,1362948184.0,2,8,Medium
PRETRIAL,0,Native American,327227360.0,17,Intake,English,Pretrial,Jail Inmate,Single,1377151335.0,2,8,Medium
PRETRIAL,1,African-American,2808196454.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359834515.0,3,8,High
Probation,1,African-American,2961841175.0,22,Intake,English,Other,Probation,Single,1361914664.0,1,8,Medium
Probation,0,Hispanic,2963423084.0,17,Intake,Spanish,Post Sentence,Probation,Single,1368007757.0,2,8,Medium
PRETRIAL,1,African-American,2803533307.0,22,Intake,English,Pretrial,Jail Inmate,Widowed,1358869052.0,1,8,Low
PRETRIAL,1,Hispanic,680520943.0,17,Intake,English,Pretrial,Jail Inmate,Single,1392762822.0,1,8,Medium
Probation,1,African-American,155068426.0,22,Intake,English,Post Sentence,Probation,Widowed,1370943615.0,2,8,Medium
